Transaction_ID,Date,Category,Amount_INR,Payment_Method,Merchant,Description,Day_of_Week,Weekend,Month
TXN00642,2026-04-30,Food,150.86,UPI,Street Food,Breakfast,Thursday,No,2026-04
TXN00348,2026-05-11,Food,167.13,UPI,Cafe,Breakfast,Monday,No,2026-05
TXN00779,2025-12-21,Entertainment,37.9,Credit Card,,Leisure,Sunday,Yes,2025-12
TXN00140,2026-08-18,Entertainment,145.16,UPI,Movie Theatre,Event ticket,Tuesday,No,2026-08
TXN00517,2025-10-14,Groceries,443.87,Debit Card,Supermarket,Food supplies,Tuesday,No,2025-10
TXN01067,2026-01-23,Subscriptions,154.06,UPI,Cloud Storage,Cloud storage,Friday,No,2026-01
TXN00946,2026-03-17,Groceries,417.58,Credit Card,Local Grocery,Monthly groceries,Tuesday,No,2026-03
TXN00913,2026-01-04,Food,157.81,Debit Card,Cafe,Coffee,Sunday,Yes,2026-01
TXN00442,2026-06-06,Education,344.38,Net Banking,Online Course,Books,Saturday,Yes,2026-06
TXN00577,2026-08-05,Food,163.12,Credit Card,Local Restaurant,Lunch,Wednesday,No,2026-08
TXN00417,2025-12-12,Food,178.81,Debit Card,Cafe,Dinner,Friday,No,2025-12
TXN00614,2025-09-05,Entertainment,70.95,UPI,Gaming,Game,Friday,No,2025-09
TXN01182,2026-03-29,Entertainment,115.65,Debit Card,Gaming,Movie,Sunday,Yes,2026-03
TXN01004,2025-09-10,Health,379.06,Net Banking,Clinic,Pharmacy,Wednesday,No,2025-09
TXN00079,2026-05-10,Groceries,209.08,UPI,Local Grocery,Vegetables,Sunday,Yes,2026-05
TXN00396,2026-01-31,Shopping,213.38,Credit Card,Local Store,Household item,Saturday,Yes,2026-01
TXN00629,2026-05-10,Groceries,306.17,UPI,Online Grocery,Vegetables,Sunday,Yes,2026-05
TXN00623,2026-07-24,Food,212.39,UPI,Local Restaurant,Dinner,Friday,No,2026-07
TXN00352,2026-01-06,Entertainment,219.74,UPI,Movie Theatre,Streaming,Tuesday,No,2026-01
TXN00492,2026-05-08,Travel,1206.26,Debit Card,Flight,Travel booking,Friday,No,2026-05
TXN00769,2026-02-09,Transport,6074.12,UPI,Bus,Daily commute,Monday,No,2026-02
TXN00312,2026-04-18,Groceries,3604.17,Cash,Local Grocery,Supermarket,Saturday,Yes,2026-04
TXN00238,2026-07-23,Education,184.94,Credit Card,College Fee,Books,Thursday,No,2026-07
TXN00842,2026-06-04,Subscriptions,261.87,Credit Card,Spotify,Software plan,Thursday,No,2026-06
TXN00715,2025-09-10,Transport,80.93,Debit Card,Cab,Daily commute,Wednesday,No,2025-09
TXN00582,2025-10-23,Bills,464.37,UPI,Mobile Provider,Internet bill,Thursday,No,2025-10
TXN01047,2025-11-17,Food,243.15,Cash,Cafe,Snacks,Monday,No,2025-11
TXN00501,2026-05-05,Transport,110.02,UPI,Auto,Ride,Tuesday,No,2026-05
TXN00598,2026-07-28,Education,329.56,UPI,College Fee,Course fee,Tuesday,No,2026-07
TXN01155,2026-06-24,Groceries,628.19,Cash,Supermarket,Food supplies,Wednesday,No,2026-06
TXN00309,2026-04-26,Groceries,283.66,Credit Card,Local Grocery,Vegetables,Sunday,Yes,2026-04
TXN00038,2026-08-30,Education,179.71,Debit Card,College Fee,Certification,Sunday,Yes,2026-08
TXN00944,2026-01-28,Health,179.24,UPI,Diagnostic Center,Doctor visit,Wednesday,No,2026-01
TXN00453,2025-10-18,Entertainment,218.11,UPI,Event,Game,Saturday,Yes,2025-10
TXN00458,2026-03-11,Food,157.1,UPI,Food Delivery,Dinner,Wednesday,No,2026-03
TXN00704,2026-03-20,Transport,75.66,Debit Card,Metro,Ride,Friday,No,2026-03
TXN00771,2026-05-17,Groceries,498.39,Cash,Local Grocery,Food supplies,Sunday,Yes,2026-05
TXN00520,2025-12-04,Entertainment,245.43,UPI,Movie Theatre,Streaming,Thursday,No,2025-12
TXN00006,2026-03-08,Shopping,343.17,Debit Card,Clothing Store,Accessories,Sunday,Yes,2026-03
TXN00261,2026-08-12,Food,174.22,Debit Card,Cafe,Coffee,Wednesday,No,2026-08
TXN00986,2026-03-31,Entertainment,147.35,Credit Card,Event,Event ticket,Tuesday,No,2026-03
TXN01164,2026-07-10,Transport,129.53,Net Banking,Cab,Ride,Friday,No,2026-07
TXN00074,2026-05-28,Shopping,217.62,Cash,Clothing Store,Accessories,Thursday,No,2026-05
TXN00331,2026-02-19,Health,445.23,Debit Card,Clinic,Health checkup,Thursday,No,2026-02
TXN00002,2026-08-15,Education,483.78,UPI,Learning Platform,College expense,Saturday,Yes,2026-08
TXN00551,2026-04-12,Transport,125.35,UPI,Fuel Station,Public transport,Sunday,Yes,2026-04
TXN00822,2026-04-28,Bills,451.83,Credit Card,Water Bill,Internet bill,Tuesday,No,2026-04
TXN01092,2025-09-05,Entertainment,226.56,UPI,Streaming,Leisure,Friday,No,2025-09
TXN00909,2025-10-09,Groceries,353.55,Debit Card,Local Grocery,Food supplies,Thursday,No,2025-10
TXN00787,2025-12-12,Food,155.89,UPI,Food Delivery,Dinner,Friday,No,2025-12
TXN00563,2025-11-23,Food,187.8,Debit Card,Food Delivery,Coffee,Sunday,Yes,2025-11
TXN00686,2026-08-24,Transport,151.74,UPI,Bus,Public transport,Monday,No,2026-08
TXN01037,2026-08-27,Entertainment,121.27,Credit Card,Event,Leisure,Thursday,No,2026-08
TXN00445,2025-10-28,Transport,30.0,Net Banking,Bus,Fuel,Tuesday,No,2025-10
TXN01127,2025-10-08,Food,186.52,Net Banking,Food Delivery,Coffee,Wednesday,No,2025-10
TXN00014,2026-08-26,Groceries,476.55,Credit Card,Online Grocery,Food supplies,Wednesday,No,2026-08
TXN00435,2026-06-02,Bills,569.31,Net Banking,,Mobile recharge,Tuesday,No,2026-06
TXN00826,2026-03-02,Groceries,537.66,UPI,Online Grocery,Monthly groceries,Monday,No,2026-03
TXN00410,2025-10-24,Health,276.15,UPI,Clinic,Medicine,Friday,No,2025-10
TXN00344,2025-12-08,Subscriptions,196.75,Cash,Netflix,Streaming plan,Monday,No,2025-12
TXN00549,2026-01-29,Subscriptions,230.08,UPI,Cloud Storage,Monthly subscription,Thursday,No,2026-01
TXN00897,2025-12-20,Bills,378.44,Credit Card,Internet Provider,Mobile recharge,Saturday,Yes,2025-12
TXN00441,2026-07-15,Health,227.79,UPI,Pharmacy,Medicine,Wednesday,No,2026-07
TXN00265,2026-07-01,Subscriptions,4652.45,UPI,Netflix,Streaming plan,Wednesday,No,2026-07
TXN00287,2026-04-15,Food,226.46,Cash,Street Food,Lunch,Wednesday,No,2026-04
TXN00515,2026-07-27,Bills,607.04,Debit Card,Internet Provider,Mobile recharge,Monday,No,2026-07
TXN01097,2026-06-21,Transport,122.24,Cash,Bus,Fuel,Sunday,Yes,2026-06
TXN01083,2026-02-04,Health,297.64,UPI,Diagnostic Center,Health checkup,Wednesday,No,2026-02
TXN00972,2025-12-27,Groceries,86.81,Debit Card,Local Grocery,Household supplies,Saturday,Yes,2025-12
TXN00152,2025-09-13,Education,244.11,Cash,Book Store,Certification,Saturday,Yes,2025-09
TXN00671,2026-01-25,Groceries,332.14,UPI,Supermarket,Supermarket,Sunday,Yes,2026-01
TXN00329,2025-10-19,Food,126.27,Cash,Cafe,Lunch,Sunday,Yes,2025-10
TXN01031,2026-07-17,Groceries,441.21,UPI,Online Grocery,Household supplies,Friday,No,2026-07
TXN00086,2025-10-23,Food,178.97,UPI,Local Restaurant,Dinner,Thursday,No,2025-10
TXN01045,2025-09-05,Food,198.44,UPI,Food Delivery,Snacks,Friday,No,2025-09
TXN00464,2026-02-01,Entertainment,192.19,UPI,Streaming,Movie,Sunday,Yes,2026-02
TXN00886,2025-09-14,Food,219.93,Cash,Local Restaurant,Snacks,Sunday,Yes,2025-09
TXN00403,2025-10-28,Groceries,262.26,UPI,Local Grocery,Supermarket,Tuesday,No,2025-10
TXN00750,2026-02-12,Travel,1032.1,Debit Card,Train,Travel booking,Thursday,No,2026-02
TXN01108,2026-02-04,Food,110.9,Credit Card,Local Restaurant,Snacks,Wednesday,No,2026-02
TXN01131,2026-06-30,Food,143.17,UPI,Food Delivery,Coffee,Tuesday,No,2026-06
TXN00956,2026-07-08,Food,166.72,Cash,Street Food,Breakfast,Wednesday,No,2026-07
TXN00242,2026-05-10,Food,183.46,UPI,Cafe,Dinner,Sunday,Yes,2026-05
TXN00324,2026-07-01,Travel,816.34,Credit Card,Hotel,Travel booking,Wednesday,No,2026-07
TXN00431,2026-01-25,Education,42.79,Net Banking,Book Store,Certification,Sunday,Yes,2026-01
TXN01161,2026-08-12,Transport,124.52,Net Banking,Auto,Ride,Wednesday,No,2026-08
TXN00764,2025-12-04,Shopping,196.88,UPI,Clothing Store,Online purchase,Thursday,No,2025-12
TXN01040,2026-07-13,Entertainment,296.47,UPI,Movie Theatre,Event ticket,Monday,No,2026-07
TXN00523,2026-04-30,Health,106.94,UPI,Pharmacy,Medicine,Thursday,No,2026-04
TXN00479,2026-06-16,Food,191.82,UPI,Food Delivery,Snacks,Tuesday,No,2026-06
TXN01022,2025-11-08,Education,399.15,Credit Card,College Fee,College expense,Saturday,Yes,2025-11
TXN00935,2025-09-06,Groceries,332.44,Credit Card,Local Grocery,Food supplies,Saturday,Yes,2025-09
TXN01020,2025-12-04,Travel,5188.91,Credit Card,Hotel,Travel booking,Thursday,No,2025-12
TXN00867,2026-08-16,Health,258.25,Net Banking,Diagnostic Center,Treatment,Sunday,Yes,2026-08
TXN00693,2026-01-14,Travel,345.93,UPI,Train,Hotel booking,Wednesday,No,2026-01
TXN00746,2026-08-24,Food,210.09,UPI,Street Food,Dinner,Monday,No,2026-08
TXN01115,2025-12-24,Subscriptions,203.37,UPI,Netflix,Streaming plan,Wednesday,No,2025-12
TXN00005,2025-11-11,Food,199.3,Debit Card,Street Food,Coffee,Tuesday,No,2025-11
TXN01091,2025-09-10,Entertainment,124.26,Credit Card,Gaming,Event ticket,Wednesday,No,2025-09
TXN00666,2026-03-22,Shopping,272.52,UPI,Flipkart,Household item,Sunday,Yes,2026-03
TXN01100,2026-04-16,Food,168.14,UPI,Cafe,Coffee,Thursday,No,2026-04
TXN00559,2026-08-27,Health,58.92,Cash,Hospital,Medicine,Thursday,No,2026-08
TXN00770,2025-12-27,Entertainment,148.64,Net Banking,Streaming,Movie,Saturday,Yes,2025-12
TXN00753,2026-01-23,Food,111.7,UPI,Cafe,Dinner,Friday,No,2026-01
TXN00114,2026-05-26,Subscriptions,6744.32,UPI,Spotify,Music plan,Tuesday,No,2026-05
TXN00899,2026-08-29,Shopping,99.37,UPI,Local Store,Online purchase,Saturday,Yes,2026-08
TXN00705,2026-03-31,Subscriptions,147.49,Cash,Netflix,Monthly subscription,Tuesday,No,2026-03
TXN00098,2025-09-09,Subscriptions,286.49,UPI,Spotify,Streaming plan,Tuesday,No,2025-09
TXN00022,2026-03-11,Bills,667.48,Debit Card,Electricity Board,Mobile recharge,Wednesday,No,2026-03
TXN01023,2026-07-15,Food,151.41,Credit Card,Food Delivery,Snacks,Wednesday,No,2026-07
TXN00031,2025-10-29,Shopping,224.98,Debit Card,Clothing Store,Online purchase,Wednesday,No,2025-10
TXN00504,2026-08-06,Travel,30.0,UPI,Train,Trip expense,Thursday,No,2026-08
TXN00565,2026-08-08,Education,264.29,UPI,Book Store,Course fee,Saturday,Yes,2026-08
TXN00902,2026-06-21,Travel,1423.72,Cash,Hotel,Flight ticket,Sunday,Yes,2026-06
TXN00548,2026-01-30,Food,230.14,UPI,Street Food,Breakfast,Friday,No,2026-01
TXN00361,2026-06-07,Groceries,393.13,UPI,Online Grocery,Supermarket,Sunday,Yes,2026-06
TXN00781,2026-06-30,Bills,234.71,Debit Card,Internet Provider,Internet bill,Tuesday,No,2026-06
TXN01186,2026-08-30,Transport,138.71,UPI,Fuel Station,Public transport,Sunday,Yes,2026-08
TXN01111,2026-07-29,Food,134.25,UPI,Cafe,Breakfast,Wednesday,No,2026-07
TXN01116,2026-05-01,Subscriptions,280.2,Debit Card,Cloud Storage,Streaming plan,Friday,No,2026-05
TXN00036,2026-02-22,Food,323.69,UPI,Street Food,Coffee,Sunday,Yes,2026-02
TXN00395,2025-10-21,Education,297.01,Debit Card,College Fee,Course fee,Tuesday,No,2025-10
TXN00296,2026-03-27,Food,242.81,Debit Card,Street Food,Dinner,Friday,No,2026-03
TXN00489,2026-06-17,Education,527.64,UPI,College Fee,Certification,Wednesday,No,2026-06
TXN00438,2026-08-12,Subscriptions,39.73,Credit Card,Spotify,Software plan,Wednesday,No,2026-08
TXN00805,2025-10-21,Food,181.48,Net Banking,Cafe,Breakfast,Tuesday,No,2025-10
TXN00777,2026-05-09,Subscriptions,154.15,Debit Card,Netflix,Music plan,Saturday,Yes,2026-05
TXN00564,2026-04-05,Travel,759.78,Debit Card,Train,Flight ticket,Sunday,Yes,2026-04
TXN01172,2026-07-10,Food,250.79,Credit Card,Cafe,,Friday,No,2026-07
TXN00254,2026-05-25,Bills,471.68,Net Banking,Internet Provider,Mobile recharge,Monday,No,2026-05
TXN00910,2026-05-31,Food,93.61,Net Banking,Cafe,Lunch,Sunday,Yes,2026-05
TXN00228,2026-06-07,Food,202.89,UPI,Local Restaurant,Breakfast,Sunday,Yes,2026-06
TXN01109,2025-10-17,Transport,136.49,UPI,Cab,Public transport,Friday,No,2025-10
TXN00471,2025-10-17,Food,217.13,UPI,Local Restaurant,Breakfast,Friday,No,2025-10
TXN00882,2026-06-30,Food,213.42,UPI,Cafe,Coffee,Tuesday,No,2026-06
TXN00424,2026-07-08,Bills,364.57,Debit Card,Water Bill,Internet bill,Wednesday,No,2026-07
TXN00767,2026-02-01,Food,158.45,UPI,Food Delivery,Snacks,Sunday,Yes,2026-02
TXN00546,2025-10-06,Transport,129.15,Debit Card,Cab,Public transport,Monday,No,2025-10
TXN00579,2025-11-08,Bills,650.7,Cash,Mobile Provider,Water bill,Saturday,Yes,2025-11
TXN01021,2026-07-02,Groceries,87.28,UPI,Online Grocery,Household supplies,Thursday,No,2026-07
TXN00019,2026-05-16,Entertainment,181.66,UPI,Gaming,Game,Saturday,Yes,2026-05
TXN00124,2025-10-05,Shopping,393.16,Credit Card,Amazon,Accessories,Sunday,Yes,2025-10
TXN01049,2026-01-10,Travel,450.63,UPI,Hotel,Trip expense,Saturday,Yes,2026-01
TXN00042,2026-01-09,Education,69.88,UPI,Online Course,Books,Friday,No,2026-01
TXN00021,2026-06-21,Groceries,324.39,UPI,Supermarket,Monthly groceries,Sunday,Yes,2026-06
TXN00457,2026-03-08,Food,197.66,UPI,Food Delivery,Coffee,Sunday,Yes,2026-03
TXN00544,2026-02-24,Transport,6267.52,Credit Card,Metro,Fuel,Tuesday,No,2026-02
TXN01110,2026-07-21,Shopping,333.5,Cash,Clothing Store,Accessories,Tuesday,No,2026-07
TXN00937,2026-06-09,Education,313.74,Cash,Learning Platform,Certification,Tuesday,No,2026-06
TXN00474,2026-03-23,Groceries,307.48,UPI,Online Grocery,Household supplies,Monday,No,2026-03
TXN00996,2025-10-08,Education,2831.34,Credit Card,College Fee,Study material,Wednesday,No,2025-10
TXN00135,2025-09-15,Food,155.91,UPI,Cafe,Lunch,Monday,No,2025-09
TXN01109,2025-10-17,Transport,136.49,UPI,Cab,Public transport,Friday,No,2025-10
TXN00443,2026-01-05,Entertainment,288.85,Debit Card,Streaming,Game,Monday,No,2026-01
TXN00420,2026-08-31,Entertainment,120.41,Debit Card,Streaming,Event ticket,Monday,No,2026-08
TXN01198,2025-11-02,Food,169.13,Debit Card,Cafe,Breakfast,Sunday,Yes,2025-11
TXN00797,2026-08-13,Shopping,216.83,Credit Card,Amazon,Accessories,Thursday,No,2026-08
TXN00220,2026-03-17,Health,222.77,Cash,Hospital,Doctor visit,Tuesday,No,2026-03
TXN00526,2026-08-03,Food,253.92,Debit Card,Food Delivery,Coffee,Monday,No,2026-08
TXN00603,2025-11-13,Education,271.14,UPI,Book Store,Books,Thursday,No,2025-11
TXN00064,2025-09-02,Entertainment,216.19,Debit Card,Event,Event ticket,Tuesday,No,2025-09
TXN00757,2025-10-21,Transport,127.52,UPI,Fuel Station,Office/College travel,Tuesday,No,2025-10
TXN00485,2025-09-10,Subscriptions,198.58,Debit Card,Software,Software plan,Wednesday,No,2025-09
TXN00608,2026-01-19,Groceries,312.67,UPI,Online Grocery,Vegetables,Monday,No,2026-01
TXN00713,2026-03-16,Groceries,361.94,Cash,Supermarket,Household supplies,Monday,No,2026-03
TXN00932,2025-11-22,Groceries,426.62,UPI,Online Grocery,Food supplies,Saturday,Yes,2025-11
TXN00272,2025-12-08,Transport,172.14,Cash,Auto,Ride,Monday,No,2025-12
TXN00561,2026-05-31,Food,187.41,UPI,Food Delivery,Breakfast,Sunday,Yes,2026-05
TXN00938,2026-07-17,Shopping,30.0,Cash,Flipkart,Household item,Friday,No,2026-07
TXN00553,2026-05-26,Food,210.28,UPI,Local Restaurant,Coffee,Tuesday,No,2026-05
TXN00383,2026-02-20,Shopping,322.53,UPI,Flipkart,Household item,Friday,No,2026-02
TXN00090,2026-03-07,Transport,129.14,UPI,Auto,Fuel,Saturday,Yes,2026-03
TXN00925,2025-12-20,Food,131.17,UPI,Local Restaurant,Coffee,Saturday,Yes,2025-12
TXN00695,2026-07-13,Shopping,129.53,UPI,Amazon,Accessories,Monday,No,2026-07
TXN00191,2026-07-12,Food,181.96,UPI,Street Food,Lunch,Sunday,Yes,2026-07
TXN00049,2025-11-28,Food,183.05,UPI,Food Delivery,Snacks,Friday,No,2025-11
TXN01103,2026-03-03,Groceries,303.88,UPI,Local Grocery,Household supplies,Tuesday,No,2026-03
TXN00738,2025-12-07,Health,139.76,UPI,Diagnostic Center,Doctor visit,Sunday,Yes,2025-12
TXN00521,2026-06-29,Subscriptions,206.35,UPI,Cloud Storage,Cloud storage,Monday,No,2026-06
TXN00215,2026-01-08,Subscriptions,194.92,UPI,Spotify,Monthly subscription,Thursday,No,2026-01
TXN00673,2025-10-17,Subscriptions,78.42,UPI,Spotify,Monthly subscription,Friday,No,2025-10
TXN00761,2026-06-15,Food,211.45,Debit Card,Local Restaurant,Dinner,Monday,No,2026-06
TXN00622,2026-01-23,Education,269.46,Credit Card,College Fee,Certification,Friday,No,2026-01
TXN00943,2026-06-16,Bills,486.15,UPI,Electricity Board,Internet bill,Tuesday,No,2026-06
TXN00341,2026-06-29,Subscriptions,41.45,Net Banking,Software,Music plan,Monday,No,2026-06
TXN00028,2026-04-24,Food,253.11,UPI,Cafe,Dinner,Friday,No,2026-04
TXN00328,2026-03-11,Bills,217.18,UPI,Water Bill,Utility payment,Wednesday,No,2026-03
TXN00890,2026-08-31,Health,192.79,Net Banking,Clinic,Doctor visit,Monday,No,2026-08
TXN01132,2026-08-12,Groceries,564.53,Credit Card,Local Grocery,Vegetables,Wednesday,No,2026-08
TXN00800,2026-02-13,Subscriptions,198.22,Credit Card,Software,Software plan,Friday,No,2026-02
TXN00316,2026-06-10,Groceries,298.2,UPI,Online Grocery,Supermarket,Wednesday,No,2026-06
TXN00017,2026-01-28,Food,207.86,UPI,Food Delivery,Dinner,Wednesday,No,2026-01
TXN00811,2026-07-27,Food,96.92,Debit Card,Local Restaurant,Lunch,Monday,No,2026-07
TXN00854,2025-10-16,Food,172.15,UPI,Food Delivery,Dinner,Thursday,No,2025-10
TXN00883,2026-01-05,Transport,126.88,Net Banking,Metro,Fuel,Monday,No,2026-01
TXN00723,2026-06-16,Groceries,296.24,UPI,Online Grocery,,Tuesday,No,2026-06
TXN00029,2026-08-11,Groceries,395.23,Credit Card,Local Grocery,Vegetables,Tuesday,No,2026-08
TXN00247,2026-03-18,Health,78.25,UPI,Diagnostic Center,Medicine,Wednesday,No,2026-03
TXN00426,2026-01-22,Food,189.6,UPI,Cafe,Lunch,Thursday,No,2026-01
TXN00884,2025-10-26,Food,124.31,UPI,Street Food,Dinner,Sunday,Yes,2025-10
TXN00224,2026-03-03,Shopping,78.35,UPI,Clothing Store,Accessories,Tuesday,No,2026-03
TXN00161,2025-10-15,Food,175.3,Credit Card,Food Delivery,Dinner,Wednesday,No,2025-10
TXN00783,2026-04-17,Entertainment,58.21,Debit Card,Gaming,Streaming,Friday,No,2026-04
TXN00914,2026-06-27,Transport,160.53,Net Banking,Auto,Daily commute,Saturday,Yes,2026-06
TXN00263,2025-10-30,Groceries,273.18,UPI,Online Grocery,Supermarket,Thursday,No,2025-10
TXN00199,2026-05-26,Food,160.68,UPI,Local Restaurant,Dinner,Tuesday,No,2026-05
TXN01019,2025-12-03,Groceries,518.01,UPI,Supermarket,Household supplies,Wednesday,No,2025-12
TXN00547,2025-12-05,Groceries,184.69,UPI,Local Grocery,Food supplies,Friday,No,2025-12
TXN00751,2026-03-21,Education,252.97,UPI,Learning Platform,Study material,Saturday,Yes,2026-03
TXN00644,2026-01-04,Food,171.84,UPI,Street Food,Snacks,Sunday,Yes,2026-01
TXN00638,2025-10-09,Groceries,340.74,UPI,Supermarket,Supermarket,Thursday,No,2025-10
TXN00562,2025-11-01,Food,182.29,Net Banking,Cafe,Coffee,Saturday,Yes,2025-11
TXN00604,2026-05-11,Bills,667.11,Credit Card,Mobile Provider,Electricity bill,Monday,No,2026-05
TXN00664,2025-11-19,Shopping,72.29,Debit Card,Flipkart,Clothes,Wednesday,No,2025-11
TXN00763,2026-08-14,Transport,127.22,Net Banking,Bus,Public transport,Friday,No,2026-08
TXN00009,2025-12-31,Bills,271.03,Credit Card,Electricity Board,Electricity bill,Wednesday,No,2025-12
TXN00747,2026-05-17,Education,125.33,Debit Card,Book Store,Certification,Sunday,Yes,2026-05
TXN00299,2025-11-07,Bills,116.98,Credit Card,Electricity Board,Internet bill,Friday,No,2025-11
TXN00542,2026-03-11,Shopping,354.15,Debit Card,Amazon,Online purchase,Wednesday,No,2026-03
TXN00849,2025-09-01,Health,366.17,UPI,Clinic,Pharmacy,Monday,No,2025-09
TXN00338,2025-10-07,Food,152.06,Debit Card,Street Food,Dinner,Tuesday,No,2025-10
TXN00010,2026-04-03,Entertainment,186.89,Net Banking,Gaming,Streaming,Friday,No,2026-04
TXN00106,2026-06-16,Food,233.45,UPI,Local Restaurant,Coffee,Tuesday,No,2026-06
TXN01125,2026-07-27,Entertainment,199.94,Debit Card,Event,Event ticket,Monday,No,2026-07
TXN01026,2026-01-15,Subscriptions,167.08,UPI,Netflix,Streaming plan,Thursday,No,2026-01
TXN00112,2026-03-20,Education,224.02,Debit Card,Online Course,Study material,Friday,No,2026-03
TXN00827,2026-08-02,Food,121.52,UPI,Food Delivery,Coffee,Sunday,Yes,2026-08
TXN00202,2025-12-10,Groceries,338.37,UPI,Local Grocery,Household supplies,Wednesday,No,2025-12
TXN00533,2026-03-15,Groceries,355.73,UPI,Online Grocery,Supermarket,Sunday,Yes,2026-03
TXN00475,2026-04-06,Bills,177.74,Debit Card,Electricity Board,Electricity bill,Monday,No,2026-04
TXN01056,2026-06-22,Travel,1132.19,UPI,Flight,Hotel booking,Monday,No,2026-06
TXN00080,2026-03-09,Food,231.29,Debit Card,Local Restaurant,Snacks,Monday,No,2026-03
TXN00652,2026-03-10,Shopping,354.88,Cash,Local Store,Electronics,Tuesday,No,2026-03
TXN00122,2026-08-26,Health,283.59,Debit Card,Diagnostic Center,Medicine,Wednesday,No,2026-08
TXN00813,2026-08-06,Transport,57.62,UPI,Cab,Daily commute,Thursday,No,2026-08
TXN00142,2026-04-29,Groceries,313.66,Cash,Local Grocery,Supermarket,Wednesday,No,2026-04
TXN00304,2026-03-14,Entertainment,132.6,Credit Card,Movie Theatre,Event ticket,Saturday,Yes,2026-03
TXN01069,2026-07-06,Transport,110.55,Credit Card,Auto,Office/College travel,Monday,No,2026-07
TXN00297,2026-02-16,Groceries,271.3,UPI,Local Grocery,Food supplies,Monday,No,2026-02
TXN00083,2026-03-27,Groceries,52.94,Credit Card,Supermarket,Monthly groceries,Friday,No,2026-03
TXN00360,2026-02-21,Food,184.41,Cash,Food Delivery,Breakfast,Saturday,Yes,2026-02
TXN00219,2026-02-07,Bills,613.68,UPI,Internet Provider,Mobile recharge,Saturday,Yes,2026-02
TXN01090,2026-07-19,Food,208.15,Debit Card,Local Restaurant,Lunch,Sunday,Yes,2026-07
TXN00295,2026-02-10,Education,509.65,Debit Card,Learning Platform,Course fee,Tuesday,No,2026-02
TXN00701,2026-04-16,Education,30.0,Credit Card,Online Course,Books,Thursday,No,2026-04
TXN00168,2026-08-06,Groceries,420.15,UPI,Online Grocery,Supermarket,Thursday,No,2026-08
TXN00646,2026-01-26,Shopping,418.56,UPI,Local Store,Household item,Monday,No,2026-01
TXN00508,2025-10-03,Shopping,242.27,UPI,Amazon,Accessories,Friday,No,2025-10
TXN00716,2026-07-09,Food,203.51,UPI,Food Delivery,Snacks,Thursday,No,2026-07
TXN01142,2026-02-18,Groceries,279.2,Credit Card,Local Grocery,Food supplies,Wednesday,No,2026-02
TXN00939,2026-04-14,Transport,101.96,UPI,Cab,Daily commute,Tuesday,No,2026-04
TXN00419,2026-05-20,Food,172.66,Debit Card,Local Restaurant,Snacks,Wednesday,No,2026-05
TXN00685,2026-05-30,Bills,542.44,Credit Card,Water Bill,Utility payment,Saturday,Yes,2026-05
TXN00846,2026-07-14,Groceries,422.0,UPI,Supermarket,Vegetables,Tuesday,No,2026-07
TXN00139,2025-11-02,Bills,547.7,UPI,Electricity Board,Mobile recharge,Sunday,Yes,2025-11
TXN00428,2026-01-02,Bills,272.92,Credit Card,Water Bill,Electricity bill,Friday,No,2026-01
TXN00707,2026-04-28,Groceries,459.67,UPI,Supermarket,Household supplies,Tuesday,No,2026-04
TXN00930,2026-05-22,Shopping,101.31,UPI,Amazon,Clothes,Friday,No,2026-05
TXN00214,2026-01-04,Groceries,443.99,Debit Card,Supermarket,Food supplies,Sunday,Yes,2026-01
TXN00674,2026-04-21,Food,179.46,Debit Card,Local Restaurant,Lunch,Tuesday,No,2026-04
TXN00251,2026-08-04,Subscriptions,229.58,Debit Card,Spotify,Software plan,Tuesday,No,2026-08
TXN00534,2026-07-11,Bills,239.61,UPI,Mobile Provider,Electricity bill,Saturday,Yes,2026-07
TXN00613,2026-03-13,Groceries,633.4,Debit Card,Local Grocery,Monthly groceries,Friday,No,2026-03
TXN00467,2026-03-04,Travel,650.09,Debit Card,Train,Train ticket,Wednesday,No,2026-03
TXN00874,2026-06-19,Bills,291.16,Credit Card,Water Bill,Electricity bill,Friday,No,2026-06
TXN00145,2026-04-10,Travel,229.05,Credit Card,Train,Flight ticket,Friday,No,2026-04
TXN01138,2026-03-29,Shopping,366.23,UPI,Clothing Store,Online purchase,Sunday,Yes,2026-03
TXN00855,2025-10-04,Shopping,287.04,UPI,Amazon,Online purchase,Saturday,Yes,2025-10
TXN01177,2026-05-02,Shopping,283.4,Net Banking,Clothing Store,Clothes,Saturday,Yes,2026-05
TXN00171,2026-01-06,Transport,30.0,Cash,Auto,Fuel,Tuesday,No,2026-01
TXN00955,2026-01-30,Food,161.22,Debit Card,Street Food,Coffee,Friday,No,2026-01
TXN00229,2026-07-22,Shopping,70.26,Debit Card,Clothing Store,Online purchase,Wednesday,No,2026-07
TXN01012,2026-07-18,Groceries,285.98,Credit Card,Local Grocery,Food supplies,Saturday,Yes,2026-07
TXN00164,2026-06-11,Travel,1172.85,UPI,Travel Agency,Trip expense,Thursday,No,2026-06
TXN00775,2026-04-24,Transport,152.42,UPI,Bus,Office/College travel,Friday,No,2026-04
TXN01048,2025-11-01,Transport,134.43,UPI,Cab,Fuel,Saturday,Yes,2025-11
TXN00137,2025-10-12,Entertainment,206.56,Cash,Streaming,Streaming,Sunday,Yes,2025-10
TXN01033,2026-07-17,Bills,383.73,UPI,Electricity Board,Water bill,Friday,No,2026-07
